file,stamp_ns,t_target_ns,delay_ms_used,img_w,img_h,twist_src_ns,twist_linear_x_mps,twist_angular_z_rps,accel_from_twist_mps2,throttle_from_twist_norm,brake_from_twist_norm,odom_src_ns,odom_v_mps,odom_w_rps,imu_src_ns,imu_gyro_z_rps,imu_accel_x_mps2
images/frame_1756815487707512064.png,1756815487707512064,1756815487827512064,120.0,640,480,1756815487823761188,0.65,0.32906250000000004,0.0,0.0,0.0,1756815487818602196,0.004,0.024,1756815487827900416,0.054105206811824215,3.0
images/frame_1756815487871554048.png,1756815487871554048,1756815487991554048,120.0,640,480,1756815487981875221,0.65,0.36562500000000003,0.0,0.0,0.0,1756815487999704982,0.625,0.08,1756815487988017408,0.1954768762233649,1.41
images/frame_1756815488039610112.png,1756815488039610112,1756815488159610112,120.0,640,480,1756815488169687575,0.65,0.490625,0.0,0.0,0.0,1756815488160139218,0.66,0.416,1756815488160229120,0.5742133239061343,-0.16
images/frame_1756815488176338944.png,1756815488176338944,1756815488296338944,120.0,640,480,1756815488267719332,0.65,0.5171875,0.0,0.0,0.0,1756815488299193013,0.644,0.484,1756815488299285504,0.6649704450098396,0.32
images/frame_1756815488275568128.png,1756815488275568128,1756815488395568128,120.0,640,480,1756815488407868333,0.65,0.5140625,0.0,0.0,0.0,1756815488379733838,0.645,0.503,1756815488348502016,0.6824237375297829,-0.09
images/frame_1756815488375596032.png,1756815488375596032,1756815488495596032,120.0,640,480,1756815488500913456,0.65,0.48125,0.0,0.0,0.0,1756815488499316762,0.632,0.578,1756815488499390720,0.6230825429619757,0.03
images/frame_1756815488575784960.png,1756815488575784960,1756815488695784960,120.0,640,480,1756815488701896594,0.65,0.2546875,0.0,0.0,0.0,1756815488699598756,0.642,0.441,1756815488699672832,0.5532693728822025,0.04
images/frame_1756815488643598080.png,1756815488643598080,1756815488763598080,120.0,640,480,1756815488768083522,0.65,0.26406250000000003,0.0,0.0,0.0,1756815488699598756,0.642,0.441,1756815488709179392,0.5619960191421741,0.15
images/frame_1756815488745891072.png,1756815488745891072,1756815488865891072,120.0,640,480,1756815488859854522,0.65,0.28281249999999997,0.0,0.0,0.0,1756815488860023359,0.654,0.323,1756815488869223424,0.3385938748868999,0.03
images/frame_1756815488843747072.png,1756815488843747072,1756815488963747072,120.0,640,480,1756815488971499959,0.65,0.3921875,0.0,0.0,0.0,1756815488960422045,0.656,0.373,1756815488960515072,0.24609142453120048,0.59
images/frame_1756815489011563008.png,1756815489011563008,1756815489131563008,120.0,640,480,1756815489138896412,0.65,0.46406250000000004,0.0,0.0,0.0,1756815489139931551,0.649,0.373,1756815489132016896,0.4241150082346221,0.16
images/frame_1756815489111567872.png,1756815489111567872,1756815489231567872,120.0,640,480,1756815489231985086,0.65,0.515625,0.0,0.0,0.0,1756815489240196310,0.649,0.472,1756815489232323840,0.5393067388662478,-0.2
images/frame_1756815489211570944.png,1756815489211570944,1756815489331570944,120.0,640,480,1756815489352050422,0.65,0.5499999999999999,0.0,0.0,0.0,1756815489340116192,0.646,0.522,1756815489312009984,0.5689773361501514,-0.56
images/frame_1756815489280389120.png,1756815489280389120,1756815489400389120,120.0,640,480,1756815489444349277,0.65,0.5828125,0.0,0.0,0.0,1756815489380203765,0.641,0.509,,,
images/frame_1756815489411630080.png,1756815489411630080,1756815489531630080,120.0,640,480,1756815489536082289,0.65,0.7156250000000001,0.0,0.0,0.0,1756815489540307585,0.642,0.64,1756815489529896448,0.7068583470577035,-0.47
images/frame_1756815489479969024.png,1756815489479969024,1756815489599969024,120.0,640,480,1756815489652885563,0.65,0.7421875,0.0,0.0,0.0,1756815489600460833,0.649,0.683,1756815489600540160,0.7435102613495843,-1.09
images/frame_1756815489580311040.png,1756815489580311040,1756815489700311040,120.0,640,480,1756815489658277426,0.65,0.8046875000000002,0.0,0.0,0.0,1756815489661201942,0.645,0.777,1756815489629809152,0.7330382858376184,-1.23
images/frame_1756815489681261056.png,1756815489681261056,1756815489801261056,120.0,640,480,1756815489774774353,0.65,0.8390625000000003,0.0,0.0,0.0,,,,,,
images/frame_1756815489750936064.png,1756815489750936064,1756815489870936064,120.0,640,480,1756815489896045907,0.65,0.8593750000000001,0.0,0.0,0.0,,,,,,
images/frame_1756815489847634944.png,1756815489847634944,1756815489967634944,120.0,640,480,1756815489969600764,0.65,0.9171874999999999,0.0,0.0,0.0,,,,,,
images/frame_1756815490047681024.png,1756815490047681024,1756815490167681024,120.0,640,480,1756815490162667845,0.65,1.1609375000000002,0.0,0.0,0.0,1756815490161691492,0.608,0.901,1756815490170267904,0.926769832808989,-0.28
images/frame_1756815490380222976.png,1756815490380222976,1756815490500222976,120.0,640,480,1756815490500480331,0.65,1.2281250000000001,0.0,0.0,0.0,1756815490501349704,0.586,1.044,1756815490490594048,0.9599310885968813,0.96
images/frame_1756815490447789056.png,1756815490447789056,1756815490567789056,120.0,640,480,1756815490580107616,0.65,1.2359375000000001,0.0,0.0,0.0,1756815490561854323,0.594,0.92,1756815490561945344,1.0018189906447452,0.4
images/frame_1756815490549633024.png,1756815490549633024,1756815490669633024,120.0,640,480,1756815490600381746,0.65,1.2593750000000001,0.0,0.0,0.0,1756815490642208417,0.575,0.914,,,
images/frame_1756815490616414976.png,1756815490616414976,1756815490736414976,120.0,640,480,1756815490739684309,0.65,1.2671875000000004,0.0,0.0,0.0,,,,,,
images/frame_1756815490685431040.png,1756815490685431040,1756815490805431040,120.0,640,480,1756815490739684309,0.65,1.2671875000000004,0.0,0.0,0.0,,,,,,
images/frame_1756815490783710976.png,1756815490783710976,1756815490903710976,120.0,640,480,1756815490940235549,0.65,1.2750000000000001,0.0,0.0,0.0,,,,,,
images/frame_1756815490883771904.png,1756815490883771904,1756815491003771904,120.0,640,480,1756815491039721492,0.65,1.2828125,0.0,0.0,0.0,,,,,,
images/frame_1756815490983707904.png,1756815490983707904,1756815491103707904,120.0,640,480,1756815491079136752,0.65,1.303125,0.0,0.0,0.0,,,,,,
images/frame_1756815491115729920.png,1756815491115729920,1756815491235729920,120.0,640,480,1756815491221210158,0.65,1.303125,0.0,0.0,0.0,,,,,,
images/frame_1756815491217957120.png,1756815491217957120,1756815491337957120,120.0,640,480,1756815491338287002,0.65,1.2171875000000003,0.0,0.0,0.0,,,,,,
images/frame_1756815491315674112.png,1756815491315674112,1756815491435674112,120.0,640,480,1756815491436989109,0.65,1.0953125000000001,0.0,0.0,0.0,,,,,,
images/frame_1756815491383706112.png,1756815491383706112,1756815491503706112,120.0,640,480,1756815491497794792,0.65,0.353125,0.0,0.0,0.0,1756815491502377476,0.662,0.615,1756815491502454016,0.5811946409141118,-0.11
images/frame_1756815491451706880.png,1756815491451706880,1756815491571706880,120.0,640,480,1756815491546295513,0.65,0.22187500000000002,0.0,0.0,0.0,1756815491562740008,0.657,0.578,1756815491571911424,0.41887902047863906,-0.87
images/frame_1756815491519655936.png,1756815491519655936,1756815491639655936,120.0,640,480,1756815491681532270,0.65,0.096875,0.0,0.0,0.0,1756815491622459990,0.654,0.422,1756815491602498048,0.3665191429188092,0.14
images/frame_1756815491619799040.png,1756815491619799040,1756815491739799040,120.0,640,480,1756815491706055439,0.65,0.0921875,0.0,0.0,0.0,,,,,,
images/frame_1756815491784060928.png,1756815491784060928,1756815491904060928,120.0,640,480,1756815491882928716,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815491852493056.png,1756815491852493056,1756815491972493056,120.0,640,480,1756815492017915224,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815491953519104.png,1756815491953519104,1756815492073519104,120.0,640,480,1756815492017915224,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815492051695104.png,1756815492051695104,1756815492171695104,120.0,640,480,1756815492138754720,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815492120345088.png,1756815492120345088,1756815492240345088,120.0,640,480,1756815492237295027,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815492187909120.png,1756815492187909120,1756815492307909120,120.0,640,480,1756815492331865983,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815492287718912.png,1756815492287718912,1756815492407718912,120.0,640,480,1756815492419559746,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815492357310976.png,1756815492357310976,1756815492477310976,120.0,640,480,1756815492441192992,0.65,0.1078125,0.0,0.0,0.0,,,,,,
images/frame_1756815492619719936.png,1756815492619719936,1756815492739719936,120.0,640,480,1756815492752928796,0.65,-0.06031250000000001,0.0,0.0,0.0,1756815492743650081,0.649,0.111,1756815492743725312,0.10646508437165408,0.26
images/frame_1756815492687937024.png,1756815492687937024,1756815492807937024,120.0,640,480,1756815492850928701,0.65,-0.0725,0.0,0.0,0.0,1756815492806062345,0.645,0.093,1756815492806139136,0.0942477796076938,-0.68
images/frame_1756815492787834112.png,1756815492787834112,1756815492907834112,120.0,640,480,1756815492858533055,0.65,-0.11093749999999997,0.0,0.0,0.0,1756815492843786090,0.645,0.043,,,
images/frame_1756815492855734016.png,1756815492855734016,1756815492975734016,120.0,640,480,1756815492973128947,0.65,-0.16187499999999996,0.0,0.0,0.0,,,,,,
images/frame_1756815493155827968.png,1756815493155827968,1756815493275827968,120.0,640,480,1756815493275248000,0.65,-1.26875,0.0,0.0,0.0,1756815493284236593,0.62,-0.69,1756815493273440512,-0.7452555906015788,0.0
images/frame_1756815493255896064.png,1756815493255896064,1756815493375896064,120.0,640,480,1756815493388479971,0.65,-1.5,0.0,0.0,0.0,1756815493384297973,0.578,-0.876,1756815493373543680,-0.9826203688728075,-0.26
images/frame_1756815493355771904.png,1756815493355771904,1756815493475771904,120.0,640,480,1756815493482253585,0.65,-1.5,0.0,0.0,0.0,1756815493404295867,0.567,-0.895,,,
images/frame_1756815493423811072.png,1756815493423811072,1756815493543811072,120.0,640,480,1756815493547281360,0.65,-1.5,0.0,0.0,0.0,1756815493544457072,0.573,-1.063,1756815493544536064,-1.0681415022205298,-0.03
images/frame_1756815493593743872.png,1756815493593743872,1756815493713743872,120.0,640,480,1756815493710667896,0.65,-1.5,0.0,0.0,0.0,1756815493704613291,0.567,-1.094,1756815493714222336,-1.0332349171806432,0.41
images/frame_1756815493724167936.png,1756815493724167936,1756815493844167936,120.0,640,480,1756815493844098664,0.65,-1.4203125,0.0,0.0,0.0,1756815493844733629,0.554,-0.994,1756815493844806656,-1.1047934165124105,-0.32
images/frame_1756815493825008128.png,1756815493825008128,1756815493945008128,120.0,640,480,1756815493887226687,0.65,-1.3703125,0.0,0.0,0.0,1756815493944819906,0.562,-0.92,1756815493925788160,-1.069886831472524,0.86
images/frame_1756815493891820032.png,1756815493891820032,1756815494011820032,120.0,640,480,1756815494009339087,0.65,-1.265625,0.0,0.0,0.0,1756815494004926394,0.562,-0.907,1756815493974155520,-1.0943214410004445,1.32
images/frame_1756815493959791104.png,1756815493959791104,1756815494079791104,120.0,640,480,1756815494095007432,0.65,-1.2109375000000002,0.0,0.0,0.0,1756815494044992840,0.573,-0.864,,,
images/frame_1756815494059813120.png,1756815494059813120,1756815494179813120,120.0,640,480,1756815494220734223,0.65,-1.00625,0.0,0.0,0.0,1756815494185107671,0.586,-0.845,,,
images/frame_1756815494159790080.png,1756815494159790080,1756815494279790080,120.0,640,480,1756815494285530179,0.65,-0.6703125000000001,0.0,0.0,0.0,1756815494285187096,0.629,-0.708,1756815494274574080,-0.9005898940290741,0.53
images/frame_1756815494328174080.png,1756815494328174080,1756815494448174080,120.0,640,480,1756815494450481980,0.65,0.0068749999999999905,0.0,0.0,0.0,1756815494445354830,0.676,-0.621,1756815494445432320,-0.6283185307179586,-0.73
images/frame_1756815494563313920.png,1756815494563313920,1756815494683313920,120.0,640,480,1756815494683557595,0.65,0.62875,0.0,0.0,0.0,1756815494685593440,0.655,0.031,1756815494685672448,0.09250245035569946,0.09
