file,stamp_ns,delay_ms_used,img_w,img_h,twist_src_ns,twist_linear_x_mps,twist_angular_z_rps,accel_from_twist_mps2,throttle_from_twist_norm,brake_from_twist_norm
images/frame_1756815024566153984.png,1756815024566153984,120.0,640,480,1756815024759367487,0.7,0.013125,0.0,0.0,0.0
images/frame_1756815024634164992.png,1756815024634164992,120.0,640,480,1756815024759367487,0.7,0.013125,0.0,0.0,0.0
images/frame_1756815024666179072.png,1756815024666179072,120.0,640,480,1756815024761304014,0.7,0.12125,0.0,0.0,0.0
images/frame_1756815024702185984.png,1756815024702185984,120.0,640,480,1756815024855813712,0.7,0.0715625,0.0,0.0,0.0
images/frame_1756815024734179072.png,1756815024734179072,120.0,640,480,1756815024855813712,0.7,0.0715625,0.0,0.0,0.0
images/frame_1756815024802222080.png,1756815024802222080,120.0,640,480,1756815024967126349,0.7,0.1075,0.0,0.0,0.0
images/frame_1756815024834163968.png,1756815024834163968,120.0,640,480,1756815024967126349,0.7,0.1075,0.0,0.0,0.0
images/frame_1756815024866156032.png,1756815024866156032,120.0,640,480,1756815024980439345,0.7,0.0784375,0.0,0.0,0.0
images/frame_1756815024902170112.png,1756815024902170112,120.0,640,480,1756815025042643519,0.7,-0.0240624999999999,0.0,0.0,0.0
images/frame_1756815024966764032.png,1756815024966764032,120.0,640,480,1756815025103767089,0.7,-0.0859374999999999,0.0,0.0,0.0
images/frame_1756815025002190080.png,1756815025002190080,120.0,640,480,1756815025139547866,0.7,0.1015625,0.0,0.0,0.0
images/frame_1756815025034168064.png,1756815025034168064,120.0,640,480,1756815025139547866,0.7,0.1015625,0.0,0.0,0.0
images/frame_1756815025066174976.png,1756815025066174976,120.0,640,480,1756815025177907457,0.7,0.101875,0.0,0.0,0.0
images/frame_1756815025102248960.png,1756815025102248960,120.0,640,480,1756815025207883708,0.7,0.1415625,0.0,0.0,0.0
images/frame_1756815025170176000.png,1756815025170176000,120.0,640,480,1756815025285725511,0.7,-0.0390624999999999,0.0,0.0,0.0
images/frame_1756815025234460928.png,1756815025234460928,120.0,640,480,1756815025382032659,0.7,0.0346875,0.0,0.0,0.0
images/frame_1756815025270211072.png,1756815025270211072,120.0,640,480,1756815025382032659,0.7,0.0346875,0.0,0.0,0.0
images/frame_1756815025334179072.png,1756815025334179072,120.0,640,480,1756815025450994821,0.7,0.1115625,0.0,0.0,0.0
images/frame_1756815025370191872.png,1756815025370191872,120.0,640,480,1756815025485006595,0.7,0.08875,0.0,0.0,0.0
images/frame_1756815025434262016.png,1756815025434262016,120.0,640,480,1756815025544328713,0.7,0.03375,0.0,0.0,0.0
images/frame_1756815025470258944.png,1756815025470258944,120.0,640,480,1756815025576470457,0.7,-0.1918749999999999,0.0,0.0,0.0
images/frame_1756815025571397888.png,1756815025571397888,120.0,640,480,1756815025692674379,0.7,0.0265625,0.0,0.0,0.0
images/frame_1756815025602180096.png,1756815025602180096,120.0,640,480,1756815025743340319,0.7,0.0346875,0.0,0.0,0.0
images/frame_1756815025638188032.png,1756815025638188032,120.0,640,480,1756815025743340319,0.7,0.0346875,0.0,0.0,0.0
images/frame_1756815025670256128.png,1756815025670256128,120.0,640,480,1756815025775574289,0.7,0.085625,0.0,0.0,0.0
images/frame_1756815025702180096.png,1756815025702180096,120.0,640,480,1756815025808819388,0.7,0.0746875000000001,0.0,0.0,0.0
images/frame_1756815025738182912.png,1756815025738182912,120.0,640,480,1756815025858283250,0.7,0.0753125000000001,0.0,0.0,0.0
images/frame_1756815025802224128.png,1756815025802224128,120.0,640,480,1756815025944878130,0.7,0.0559375000000001,0.0,0.0,0.0
images/frame_1756815025838324992.png,1756815025838324992,120.0,640,480,1756815025947448336,0.7,-0.0978124999999999,0.0,0.0,0.0
images/frame_1756815025902201088.png,1756815025902201088,120.0,640,480,1756815026020527238,0.7,0.0556250000000001,0.0,0.0,0.0
images/frame_1756815025938198016.png,1756815025938198016,120.0,640,480,1756815026054157626,0.7,0.0759375,0.0,0.0,0.0
images/frame_1756815026006216960.png,1756815026006216960,120.0,640,480,1756815026108198911,0.7,0.0687500000000001,0.0,0.0,0.0
images/frame_1756815026038210048.png,1756815026038210048,120.0,640,480,1756815026144982624,0.7,0.0690625000000001,0.0,0.0,0.0
images/frame_1756815026070225920.png,1756815026070225920,120.0,640,480,1756815026206649183,0.7,-0.0878124999999998,0.0,0.0,0.0
images/frame_1756815026106202880.png,1756815026106202880,120.0,640,480,1756815026240641659,0.7,-0.4537499999999999,0.0,0.0,0.0
images/frame_1756815026138223104.png,1756815026138223104,120.0,640,480,1756815026240641659,0.7,-0.4537499999999999,0.0,0.0,0.0
images/frame_1756815026170205952.png,1756815026170205952,120.0,640,480,1756815026275822741,0.7,-0.0918749999999998,0.0,0.0,0.0
images/frame_1756815026206427904.png,1756815026206427904,120.0,640,480,1756815026311018639,0.7,-0.1124999999999998,0.0,0.0,0.0
images/frame_1756815026238222080.png,1756815026238222080,120.0,640,480,1756815026344146838,0.7,0.0540625000000001,0.0,0.0,0.0
images/frame_1756815026270223872.png,1756815026270223872,120.0,640,480,1756815026374010094,0.7,0.0593750000000001,0.0,0.0,0.0
images/frame_1756815026306205952.png,1756815026306205952,120.0,640,480,1756815026415302076,0.7,0.0521875000000001,0.0,0.0,0.0
images/frame_1756815026338224896.png,1756815026338224896,120.0,640,480,1756815026456835953,0.7,0.0528125000000001,0.0,0.0,0.0
images/frame_1756815026370853120.png,1756815026370853120,120.0,640,480,1756815026456835953,0.7,0.0528125000000001,0.0,0.0,0.0
images/frame_1756815026406909952.png,1756815026406909952,120.0,640,480,1756815026527774130,0.7,0.0531250000000001,0.0,0.0,0.0
images/frame_1756815026440328960.png,1756815026440328960,120.0,640,480,1756815026529553885,0.7,0.0534375000000001,0.0,0.0,0.0
images/frame_1756815026474352896.png,1756815026474352896,120.0,640,480,1756815026650646405,0.7,0.0537500000000001,0.0,0.0,0.0
images/frame_1756815026506206976.png,1756815026506206976,120.0,640,480,1756815026650646405,0.7,0.0537500000000001,0.0,0.0,0.0
images/frame_1756815026574237952.png,1756815026574237952,120.0,640,480,1756815026655087921,0.7,-0.0043749999999998,0.0,0.0,0.0
images/frame_1756815026606224896.png,1756815026606224896,120.0,640,480,1756815026780280188,0.7,-0.0134374999999998,0.0,0.0,0.0
