file,stamp_ns,t_target_ns,delay_ms_used,img_w,img_h,twist_src_ns,twist_linear_x_mps,twist_angular_z_rps,accel_from_twist_mps2,throttle_from_twist_norm,brake_from_twist_norm,odom_src_ns,odom_v_mps,odom_w_rps,imu_src_ns,imu_gyro_z_rps,imu_accel_x_mps2
images/frame_1756549263310072064.png,1756549263310072064,1756549263430072064,120.0,640,480,1756549263467232561,0.375,0.011250000000000001,0.0,0.0,0.0,1756549263424542875,0.365,0.049,1756549263393806336,-0.015707963267948967,0.32
images/frame_1756549263440079104.png,1756549263440079104,1756549263560079104,120.0,640,480,1756549263591999552,0.375,0.0115625,0.0,0.0,0.0,1756549263544701357,0.366,0.018,,,
images/frame_1756549263508889088.png,1756549263508889088,1756549263628889088,120.0,640,480,1756549263591999552,0.375,0.0115625,0.0,0.0,0.0,,,,,,
images/frame_1756549263678848000.png,1756549263678848000,1756549263798848000,120.0,640,480,1756549263827722695,0.375,0.011875000000000002,0.0,0.0,0.0,,,,,,
images/frame_1756549263763966976.png,1756549263763966976,1756549263883966976,120.0,640,480,1756549263857400127,0.375,0.012812500000000004,0.0,0.0,0.0,,,,1756549263854604032,0.019198621771937624,-0.18
images/frame_1756549263894660096.png,1756549263894660096,1756549264014660096,120.0,640,480,1756549264078908475,0.375,0.013125000000000001,0.0,0.0,0.0,,,,1756549263945338880,0.019198621771937624,-0.03
images/frame_1756549263981754880.png,1756549263981754880,1756549264101754880,120.0,640,480,1756549264078908475,0.375,0.013125000000000001,0.0,0.0,0.0,1756549264025177166,0.373,0.024,1756549264105973504,0.017453292519943295,-0.12
images/frame_1756549264070193920.png,1756549264070193920,1756549264190193920,120.0,640,480,1756549264159688195,0.375,0.013437500000000003,0.0,0.0,0.0,,,,1756549264185435136,0.05061454830783556,-0.01
images/frame_1756549264206256128.png,1756549264206256128,1756549264326256128,120.0,640,480,1756549264354476708,0.375,0.013750000000000004,0.0,0.0,0.0,,,,,,
images/frame_1756549264612101120.png,1756549264612101120,1756549264732101120,120.0,640,480,1756549264764071474,0.375,0.021562500000000002,0.0,0.0,0.0,1756549264726471149,0.375,0.049,1756549264735106048,-0.003490658503988659,0.1
images/frame_1756549264878426112.png,1756549264878426112,1756549264998426112,120.0,640,480,1756549264993483794,0.375,0.096875,0.0,0.0,0.0,1756549265006996352,0.376,-0.217,1756549264995420928,-0.2617993877991494,-0.06
images/frame_1756549265178299904.png,1756549265178299904,1756549265298299904,120.0,640,480,1756549265299540315,0.375,0.1953125,0.0,0.0,0.0,,,,,,
images/frame_1756549265311668992.png,1756549265311668992,1756549265431668992,120.0,640,480,1756549265501547750,0.375,-0.31093750000000003,0.0,0.0,0.0,,,,,,
images/frame_1756549265410438912.png,1756549265410438912,1756549265530438912,120.0,640,480,1756549265501547750,0.375,-0.31093750000000003,0.0,0.0,0.0,,,,,,
images/frame_1756549265647528960.png,1756549265647528960,1756549265767528960,120.0,640,480,1756549265828085865,0.375,-0.1740625,0.0,0.0,0.0,,,,,,
